feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Pseudolabrys	group	nE	0.000216670716229774	0.0495737413370006	218	4	0.996521225713215	0.9999999946456
Salinimicrobium	group	IgE	-1.25577963382673e-11	2.35362020593335e-06	218	1	0.99999576163167	0.9999999946456
Salinimicrobium	group	nE	1.42652019537551e-09	3.1898951815576e-06	218	1	0.999644758953098	0.9999999946456
Cryptobacterium	group	IgE	7.73296999713258e-14	1.25504832362676e-08	218	1	0.999998900811775	0.9999999946456
Cryptobacterium	group	nE	6.49373722148866e-14	1.91987579735594e-08	218	1	0.999999396596584	0.9999999946456
Gordonia	group	IgE	0.0166945325993355	0.0314396987136711	218	6	0.596833118015295	0.9999999946456
Gordonia	group	nE	-0.0338883316803251	0.046677631383615	218	6	0.469478348723995	0.9999999946456
Flavobacterium	group	IgE	-2.74600342875884e-11	2.0327425991276e-06	218	2	0.999989327426959	0.9999999946456
Flavobacterium	group	nE	2.58045012516486e-10	2.72655569848022e-06	218	2	0.999925229283029	0.9999999946456
Bacteroidales_BS11_gut_group	group	IgE	-1.46305108419527e-10	2.40104303129094e-06	218	6	0.999952232767919	0.9999999946456
Bacteroidales_BS11_gut_group	group	nE	-1.26586678359093e-11	3.09545476316589e-06	218	6	0.999996794217363	0.9999999946456
Idiomarina	group	IgE	4.30336391021742e-13	6.86708373616791e-08	218	2	0.999996981322872	0.9999999946456
Idiomarina	group	nE	-2.02554135003348e-14	9.21525537215089e-08	218	2	0.999999894120433	0.9999999946456
Ochrobactrum	group	IgE	-0.00246405156169193	0.0214755991022471	218	3	0.908853711429631	0.9999999946456
Ochrobactrum	group	nE	-0.0180571969609768	0.0280613252583129	218	3	0.521096375476906	0.9999999946456
p.2534.18B5_gut_group	group	IgE	0.0183906231964975	0.057172887091733	218	10	0.74802985220274	0.9999999946456
p.2534.18B5_gut_group	group	nE	0.0312309247585781	0.0736134199768947	218	10	0.671813339339934	0.9999999946456
Brevibacterium	group	IgE	1.73199964576432e-15	4.57891785046833e-08	218	1	0.999999985906568	0.9999999946456
Brevibacterium	group	nE	6.13885053605034e-13	6.14220780213506e-08	218	1	0.999996276133391	0.9999999946456
Clostridium_sensu_stricto_3	group	IgE	1.96013159356342e-12	3.76817384705403e-07	218	3	0.999996065649126	0.9999999946456
Clostridium_sensu_stricto_3	group	nE	-2.09747507881609e-12	5.15873482748392e-07	218	3	0.999996924805824	0.9999999946456
Gardnerella	group	IgE	0.0217709529039489	0.0251764282821165	218	3	0.390933869137718	0.9999999946456
Gardnerella	group	nE	-0.0093740308400229	0.033265391981541	218	3	0.779105905363623	0.9999999946456
Dolosigranulum	group	IgE	0.000613315700783267	0.00359653922023236	218	4	0.985568907504219	0.9999999946456
Dolosigranulum	group	nE	-2.11354391344104e-07	0.000206591322447445	218	4	0.999358517964431	0.9999999946456
AKAU4049	group	nE	-0.0243332844431706	0.0651509571739314	218	6	0.709165664192752	0.9999999946456
Tetragenococcus	group	IgE	-0.0112409043085011	0.0101074414385148	218	1	0.267323971813612	0.9999999946456
Tetragenococcus	group	nE	-0.0114493720778705	0.0131200568984925	218	1	0.383830967473371	0.9999999946456
Nannocystis	group	IgE	4.27855644911013e-11	6.26639325818307e-07	218	1	0.999946842957333	0.9999999946456
Nannocystis	group	nE	-1.62510986140385e-12	8.40523161009527e-07	218	1	0.999998494730608	0.9999999946456
Massilia	group	IgE	-0.0015644420872474	0.0595756827163165	218	6	0.979104300956686	0.9999999946456
Woeseia	group	IgE	0.0124222699562937	0.0233753645829702	218	2	0.59670177448708	0.9999999946456
Merdibacter	group	IgE	1.33006165216166e-10	1.08493492695073e-06	218	1	0.99990349318071	0.9999999946456
Merdibacter	group	nE	-2.05486692433116e-11	1.66070695884124e-06	218	1	0.999990259514193	0.9999999946456
Lautropia	group	IgE	-0.0351000861784637	0.0367759606307537	218	2	0.340941383212145	0.9999999946456
Lautropia	group	nE	-0.0123491714287367	0.0476559378028383	218	2	0.795782605338557	0.9999999946456
Acetatifactor	group	nE	-0.00526228026884194	0.0535479128726577	218	6	0.921816677030649	0.9999999946456
Lachnospiraceae_UCG.006	group	IgE	-9.60999943325081e-11	1.40707088962894e-06	218	2	0.999946240964084	0.9999999946456
Lachnospiraceae_UCG.006	group	nE	-1.02644693521255e-10	1.88733060906918e-06	218	2	0.999957191244077	0.9999999946456
UCG.003	group	IgE	-1.01773788920196e-09	5.49321513471657e-06	218	3	0.99985248042289	0.9999999946456
UCG.003	group	nE	3.33771994724815e-10	7.59257206460457e-06	218	3	0.99996499731998	0.9999999946456
Lawsonella	group	IgE	-7.4981553377369e-09	0.000164148519367815	218	6	0.999975457830157	0.9999999946456
Chryseolinea	group	IgE	-0.0123015492282316	0.0102243624048289	218	1	0.230276958598436	0.9999999946456
Chryseolinea	group	nE	-0.0133023676631916	0.013142632687193	218	1	0.312603883080014	0.9999999946456
Caenimonas	group	IgE	-0.0101925125087222	0.0100649138005636	218	1	0.312358702435802	0.9999999946456
Caenimonas	group	nE	-0.0117582336176611	0.0130513258690596	218	1	0.368650020722399	0.9999999946456
Candidatus_Solibacter	group	IgE	-0.0123007780016296	0.010224324738177	218	1	0.230304400582562	0.9999999946456
Candidatus_Solibacter	group	nE	-0.0133018941705559	0.0131426147775879	218	1	0.312620412058029	0.9999999946456
Pseudohongiella	group	IgE	0.0356848398944109	0.038822812593963	218	3	0.359775305937305	0.9999999946456
Pseudohongiella	group	nE	0.0201861615536496	0.0504721280904243	218	3	0.689796452666633	0.9999999946456
Methylophilus	group	IgE	-1.98469354412696e-10	2.64398333393762e-06	218	5	0.999940189427408	0.9999999946456
Methylophilus	group	nE	-3.43128182279505e-10	3.54642448276392e-06	218	5	0.999922908075156	0.9999999946456
Photobacterium	group	IgE	1.84759677466111e-14	2.1557137703195e-07	218	1	0.999999938542543	0.9999999946456
Photobacterium	group	nE	1.2721220846293e-11	2.89149927953646e-07	218	1	0.999968452555152	0.9999999946456
MND1	group	IgE	-0.026010023430591	0.0486947001405658	218	4	0.593820535423735	0.9999999946456
MND1	group	nE	0.0643746380336156	0.0624078803636945	218	4	0.303474206961734	0.9999999946456
Rubellimicrobium	group	IgE	-3.23732463258877e-10	2.32063120316685e-06	218	2	0.999889228748556	0.9999999946456
Rubellimicrobium	group	nE	-3.45708444240941e-10	3.11270627064644e-06	218	2	0.999911810113187	0.9999999946456
Gaiella	group	IgE	-0.0123015614786324	0.0102243643400267	218	1	0.230276578412657	0.9999999946456
Gaiella	group	nE	-0.0133024383495033	0.0131426330344963	218	1	0.312601329845313	0.9999999946456
bacteriap25	group	IgE	7.29768733741552e-14	1.23292321907126e-08	218	1	0.999999030010476	0.9999999946456
bacteriap25	group	nE	4.89594001416757e-14	1.88128518644983e-08	218	1	0.999999573515732	0.9999999946456
Allobaculum	group	IgE	0.0246001297079225	0.0436906641130198	218	7	0.574462497668135	0.9999999946456
Allobaculum	group	nE	-0.023928625100952	0.0569335052388915	218	7	0.674979333854997	0.9999999946456
S0134_terrestrial_group	group	IgE	-2.31629775160599e-13	3.52114734711375e-08	218	1	0.999997974359733	0.9999999946456
S0134_terrestrial_group	group	nE	-2.49679127860826e-13	4.72311755142595e-08	218	1	0.999998372183242	0.9999999946456
Ferrovibrio	group	IgE	-0.0101929812341011	0.0100649328734245	218	1	0.312337363619255	0.9999999946456
Ferrovibrio	group	nE	-0.0117558546881001	0.0130513411399329	218	1	0.368747281023351	0.9999999946456
Saccharimonadales	group	IgE	-1.5419289669902e-13	8.06667425482663e-08	218	3	0.999998821770282	0.9999999946456
Saccharimonadales	group	nE	-2.50750841965243e-13	1.23468523659814e-07	218	3	0.99999874817099	0.9999999946456
Advenella	group	IgE	-0.00098917964381603	0.0208016092078688	218	2	0.962155710362475	0.9999999946456
Anaerofustis	group	IgE	2.88342315091844e-07	5.70086702912002e-05	218	2	0.99601380785569	0.9999999946456
Anaerofustis	group	nE	-1.21523922766349e-06	6.92217127286236e-05	218	2	0.986164732791388	0.9999999946456
Lachnospiraceae_UCG.008	group	IgE	-1.25871781247678e-13	7.91676740349939e-08	218	1	0.999999172636181	0.9999999946456
Lachnospiraceae_UCG.008	group	nE	1.72680730102535e-12	1.06279341301448e-07	218	1	0.999991545296975	0.9999999946456
Phocea	group	IgE	7.51028502530879e-11	8.11781063829777e-07	218	1	0.999927952725252	0.9999999946456
Phocea	group	nE	-6.13206178496933e-12	1.04655832357863e-06	218	1	0.999995437076984	0.9999999946456
Anaeroglobus	group	IgE	-4.30560779857901e-14	2.18098866295995e-08	218	1	0.999999387876127	0.9999999946456
Anaeroglobus	group	nE	-4.78303573938392e-14	2.94497686154332e-08	218	1	0.999999496405523	0.9999999946456
Coprococcus	group	IgE	1.40519640254897e-08	9.32277221696675e-06	218	2	0.998797436358164	0.9999999946456
Coprococcus	group	nE	1.75536381541662e-09	1.28856799004369e-05	218	2	0.999891313379409	0.9999999946456
Megamonas	group	nE	0.00258072525369784	0.0123404998745523	218	1	0.834572667216653	0.9999999946456
Lysobacter	group	IgE	-3.65271626361103e-13	4.7825618207124e-08	218	3	0.999997137649384	0.9999999946456
Lysobacter	group	nE	-6.12332870383945e-14	6.34726829460278e-08	218	3	0.999999638539516	0.9999999946456
Actinobacillus	group	IgE	6.64334514853555e-05	0.000885034954157166	218	3	0.951713736463116	0.9999999946456
Actinobacillus	group	nE	9.9833951095115e-06	0.000364855350566719	218	3	0.982499280432543	0.9999999946456
X0319.6G20	group	IgE	2.22646988728975e-13	7.17507769380461e-08	218	1	0.999998676788417	0.9999999946456
X0319.6G20	group	nE	-1.76692232450792e-13	9.25019972539194e-08	218	1	0.999999185473112	0.9999999946456
X4.29.1	group	IgE	2.51766926661879e-13	3.43079511688502e-07	218	1	0.999999445337808	0.9999999946456
X4.29.1	group	nE	3.21408719367827e-11	4.60178984769021e-07	218	1	0.999947209528477	0.9999999946456
Scardovia	group	IgE	-4.04220316825133e-11	1.79328977577496e-06	218	1	0.999982261981961	0.9999999946456
Scardovia	group	nE	8.38367337660855e-10	2.31193156446446e-06	218	1	0.999714637571029	0.9999999946456
YC.ZSS.LKJ147	group	IgE	-0.0123009576197048	0.0102243416587085	218	1	0.230298371900876	0.9999999946456
YC.ZSS.LKJ147	group	nE	-0.0133022815796621	0.0131426185264689	218	1	0.312606490066386	0.9999999946456
Laribacter	group	IgE	-6.31770462107481e-12	7.14805754890476e-07	218	1	0.9999931445545	0.9999999946456
Laribacter	group	nE	1.33239963043408e-10	9.21536495919318e-07	218	1	0.99988785333309	0.9999999946456
Cronobacter	group	nE	-0.0451302888399593	0.038831316871627	218	2	0.246454661970158	0.9999999946456
MB.A2.108	group	IgE	1.77606080830573e-05	0.000571354529101892	218	5	0.9832748612581	0.9999999946456
MB.A2.108	group	nE	-0.0350610767779019	0.0326174614089559	218	5	0.284285154873724	0.9999999946456
Archangium	group	IgE	-1.15055552630166e-11	3.3156703396272e-07	218	1	0.999973239456618	0.9999999946456
Archangium	group	nE	-1.47517531842853e-11	5.07528770021498e-07	218	1	0.999977584849415	0.9999999946456
Tistlia	group	IgE	-0.0101930626766759	0.0100649285452176	218	1	0.312333289275588	0.9999999946456
Tistlia	group	nE	-0.0117577982393303	0.0130513274439245	218	1	0.368667711225676	0.9999999946456
Lutibaculum	group	IgE	2.13332472390011e-13	3.7715841150642e-08	218	1	0.999998171463655	0.9999999946456
Lutibaculum	group	nE	3.59800722663885e-15	5.05279131065594e-08	218	1	0.999999976980025	0.9999999946456
A21b	group	IgE	-2.60558257900545e-13	3.93577438656698e-08	218	2	0.999997263953247	0.9999999946456
A21b	group	nE	-2.10276974683483e-13	5.99206196132525e-08	218	2	0.999998549696786	0.9999999946456
CAG.873	group	IgE	-0.0447343816461339	0.0431968037301272	218	6	0.301593011051534	0.9999999946456
Pedomicrobium	group	IgE	1.26141725176788e-11	3.33142872072616e-07	218	1	0.99997214246423	0.9999999946456
Pedomicrobium	group	nE	-1.04029268664895e-12	4.29491967278148e-07	218	1	0.999998217970226	0.9999999946456
Porphyrobacter	group	IgE	-6.75329244144062e-11	8.06809132040974e-07	218	1	0.999934161502514	0.9999999946456
Porphyrobacter	group	nE	-8.68744458131683e-11	1.23498055111346e-06	218	1	0.999944669182245	0.9999999946456
Marvinbryantia	group	IgE	-7.63563983601823e-13	8.31938271527657e-08	218	2	0.999995115604209	0.9999999946456
Marvinbryantia	group	nE	-7.52129873220892e-13	1.11921555931793e-07	218	2	0.999996423766907	0.9999999946456
NK4A214_group	group	IgE	-0.0127784487902254	0.0342992690563613	218	5	0.709846047380373	0.9999999946456
ASF356	group	IgE	-1.71741458742634e-12	1.9283843817608e-07	218	3	0.999994081190973	0.9999999946456
ASF356	group	nE	-4.36244406445711e-13	2.49858125627053e-07	218	3	0.999998840114366	0.9999999946456
Ralstonia	group	nE	0.0236532749439557	0.0575437380982512	218	6	0.681453732407239	0.9999999946456
Gracilibacillus	group	IgE	-0.00221509885341463	0.0320417641799886	218	3	0.944976466398374	0.9999999946456
Gracilibacillus	group	nE	-0.0356567012724858	0.0414763792650921	218	3	0.391309548765676	0.9999999946456
Clostridium_sensu_stricto_12	group	IgE	1.44693465499111e-12	1.8682520921835e-07	218	2	0.999994584693715	0.9999999946456
Clostridium_sensu_stricto_12	group	nE	2.20160867587794e-12	2.50592025068416e-07	218	2	0.999993856972407	0.9999999946456
Pseudoxanthomonas	group	IgE	7.48829425443291e-12	1.41522395531826e-06	218	1	0.999995835179364	0.9999999946456
Pseudoxanthomonas	group	nE	5.50399530070448e-10	1.89826707765346e-06	218	1	0.999771777060059	0.9999999946456
Jeotgalicoccus	group	IgE	-1.41823598729161e-13	2.90982969880849e-08	218	1	0.999998302494293	0.9999999946456
Jeotgalicoccus	group	nE	-1.27624178818808e-13	4.4464357402942e-08	218	1	0.99999900034667	0.9999999946456
Rhodoplanes	group	IgE	-8.84227011664254e-13	1.06079839105796e-07	218	3	0.999994900823061	0.9999999946456
Rhodoplanes	group	nE	-1.81779221927135e-12	1.6060158828373e-07	218	3	0.999993076282478	0.9999999946456
Brevundimonas	group	IgE	4.14999228922596e-12	1.59137024414846e-06	218	2	0.999997947130842	0.9999999946456
Brevundimonas	group	nE	2.98349736264479e-10	2.13453476703466e-06	218	2	0.999889970880533	0.9999999946456
UCG.009	group	IgE	-1.05983244883611e-11	8.0742539730452e-07	218	3	0.999989721138687	0.9999999946456
UCG.009	group	nE	-2.11753315636133e-11	1.08301195588013e-06	218	3	0.999984688872805	0.9999999946456
P3OB.42	group	IgE	1.96635077633383e-14	1.47191636932014e-08	218	1	0.999999725544457	0.9999999946456
P3OB.42	group	nE	-2.73740249814286e-14	2.2516742500373e-08	218	1	0.999999750237493	0.9999999946456
Nocardia	group	IgE	-0.0170745777692882	0.0175628578620785	218	3	0.332361149297976	0.9999999946456
Nocardia	group	nE	-0.0233390628637309	0.0227431914684223	218	3	0.306064063878902	0.9999999946456
Paracoccus	group	IgE	-0.010193311071832	0.0100649386731284	218	1	0.312321992173816	0.9999999946456
Paracoccus	group	nE	-0.0117575861901377	0.013051339545047	218	1	0.368676761031154	0.9999999946456
Dyella	group	IgE	2.11332555902592e-13	1.93507141525791e-07	218	4	0.999999276502387	0.9999999946456
Dyella	group	nE	-4.25007180800585e-13	2.51749782682328e-07	218	4	0.999998885955471	0.9999999946456
Salinisphaera	group	IgE	0.0217704843796718	0.0427305384211697	218	4	0.610974189111661	0.9999999946456
Salinisphaera	group	nE	-0.0365200105051993	0.0549497189732252	218	4	0.507018369716944	0.9999999946456
Hymenobacter	group	nE	-0.012519742286026	0.0159194525995639	218	2	0.432909100447238	0.9999999946456
Kineococcus	group	nE	-0.0366299805388207	0.0312745381375211	218	2	0.242814688916622	0.9999999946456
Candidatus_Paracaedibacter	group	IgE	-2.79374869491942e-14	1.39159428683188e-08	218	1	0.999999564202484	0.9999999946456
Candidatus_Paracaedibacter	group	nE	-2.64361649017787e-14	1.87936795719071e-08	218	1	0.999999694650872	0.9999999946456
Anaeromyxobacter	group	IgE	-0.0241831222437162	0.0282304971934565	218	3	0.39301428937693	0.9999999946456
Anaeromyxobacter	group	nE	0.0282749947232515	0.03585235723486	218	3	0.4316781555639	0.9999999946456
Dongia	group	IgE	-3.42026803457993e-16	1.1923733681782e-08	218	1	0.9999999946456	0.9999999946456
Dongia	group	nE	-3.06306100084563e-14	1.61030222280351e-08	218	1	0.999999644932258	0.9999999946456
Barnesiella	group	IgE	-4.90477144824005e-12	2.01977453124007e-07	218	1	0.99998278529483	0.9999999946456
Barnesiella	group	nE	-5.031133915561e-12	2.70915813291654e-07	218	1	0.999986835217198	0.9999999946456
Ramlibacter	group	IgE	-1.59060277906063e-11	3.85826248101002e-07	218	1	0.999968582297703	0.9999999946456
Ramlibacter	group	nE	-1.70768878762483e-11	5.17516061964638e-07	218	1	0.999974852816922	0.9999999946456
Chitinimonas	group	IgE	-2.65513520846028e-13	3.77073796216954e-08	218	1	0.999996818582002	0.9999999946456
Chitinimonas	group	nE	-2.23309725414974e-13	5.0886614570288e-08	218	1	0.99999801726568	0.9999999946456
Edwardsiella	group	IgE	7.43417971222861e-13	4.70592956518289e-07	218	1	0.999998782983813	0.9999999946456
Edwardsiella	group	nE	6.09115697015919e-11	6.31215122385725e-07	218	1	0.999925658534569	0.9999999946456
Prevotellaceae_Ga6A1_group	group	IgE	-8.58588152978843e-12	2.85136533042177e-07	218	1	0.999976954574211	0.9999999946456
Prevotellaceae_Ga6A1_group	group	nE	-1.10228480143404e-11	4.36457724341404e-07	218	1	0.999980671224358	0.9999999946456
Nocardioides	group	IgE	-0.0362154635839774	0.0405923037384719	218	3	0.373296486901352	0.9999999946456
Nocardioides	group	nE	0.0552027745290201	0.0525352935174052	218	3	0.294545417201953	0.9999999946456
Pseudorhodoplanes	group	IgE	-6.07625152877974e-13	8.67183715109563e-08	218	1	0.99999525945319	0.9999999946456
Pseudorhodoplanes	group	nE	-6.5092481837783e-13	1.1119093181326e-07	218	1	0.999996039360902	0.9999999946456
Filobacillus	group	IgE	4.7518802595545e-11	2.7354312504595e-06	218	1	0.999986139650386	0.9999999946456
Filobacillus	group	nE	2.69189918142026e-09	4.16167585974746e-06	218	1	0.999483910516558	0.9999999946456
Ileibacterium	group	IgE	7.26738692611536e-14	4.51021088176372e-08	218	1	0.999999405045094	0.9999999946456
Ileibacterium	group	nE	-1.62420806053274e-13	6.04963177591009e-08	218	1	0.999999008676652	0.9999999946456
Methylotenera	group	IgE	-1.11388336318509e-10	1.95409426326256e-06	218	2	0.999955024581751	0.9999999946456
Methylotenera	group	nE	3.50503000068997e-10	2.62106349291352e-06	218	2	0.999894489617255	0.9999999946456
Ruminiclostridium	group	IgE	1.36181867819215e-09	4.08187036155754e-06	218	3	0.999733823891351	0.9999999946456
Ruminiclostridium	group	nE	4.27507814708701e-09	6.17573343186891e-06	218	3	0.999447713428741	0.9999999946456
Bradymonadales	group	IgE	-0.000518264367417024	0.0310525078310942	218	3	0.986703821093265	0.9999999946456
Bradymonadales	group	nE	-0.0101558783913407	0.039111610549293	218	3	0.795457942849492	0.9999999946456
Piscibacillus	group	IgE	-3.23487530536577e-13	4.32032769916524e-08	218	1	0.999997342833024	0.9999999946456
Piscibacillus	group	nE	-2.96017897757349e-13	5.78870660980623e-08	218	1	0.999998185259938	0.9999999946456
Effusibacillus	group	IgE	-1.86335515536508e-10	3.08254249972673e-06	218	2	0.999951774165155	0.9999999946456
Effusibacillus	group	nE	-5.21392797485388e-10	4.71843950606565e-06	218	2	0.999911842386747	0.9999999946456
Erysipelatoclostridiaceae	group	IgE	7.87150181160184e-13	5.18115075025052e-07	218	1	0.999998824763998	0.9999999946456
Erysipelatoclostridiaceae	group	nE	7.36926828823856e-11	6.94957573218259e-07	218	1	0.999917972440637	0.9999999946456
ADurb.Bin063.1	group	IgE	-0.00328900546269715	0.003321092074099	218	2	0.520850768363014	0.9999999946456
ADurb.Bin063.1	group	nE	-7.32865848281015e-07	0.000129821340914609	218	2	0.996411225558908	0.9999999946456
Lachnospiraceae_AC2044_group	group	IgE	-0.00385605704514292	0.00357744679370269	218	2	0.458401926489748	0.9999999946456
Lachnospiraceae_AC2044_group	group	nE	1.15297882860214e-07	7.47255598436281e-05	218	2	0.998942927580764	0.9999999946456
Limibaculum	group	IgE	4.02198613268755e-14	8.88899717492286e-09	218	1	0.999999338313521	0.9999999946456
Limibaculum	group	nE	7.44935887577566e-15	1.19142467523091e-08	218	1	0.99999990856292	0.9999999946456
Adlercreutzia	group	IgE	3.593733276481e-13	6.48924411097145e-08	218	2	0.999997427490848	0.9999999946456
Adlercreutzia	group	nE	5.13081182513680e-13	8.70592183313296e-08	218	2	0.999997262339088	0.9999999946456
Phreatobacter	group	IgE	0.00457250267154461	0.0133803999265875	218	2	0.733055172461393	0.9999999946456
Phreatobacter	group	nE	0.000424583153206845	0.0178951962070026	218	2	0.981104166638883	0.9999999946456
Ureaplasma	group	IgE	-1.27222700818178e-11	3.55515964804718e-07	218	1	0.999973476683	0.9999999946456
Ureaplasma	group	nE	-1.22898439445477e-11	4.58335568234649e-07	218	1	0.999980126006648	0.9999999946456
Anaerostignum	group	IgE	7.37400703742068e-11	2.003048695304e-06	218	2	0.999970930272114	0.9999999946456
Anaerostignum	group	nE	-1.4239101235586e-10	2.68672683361916e-06	218	2	0.999958150719966	0.9999999946456
MM2	group	IgE	0.0110623453058483	0.0262497498470776	218	3	0.674559844155185	0.9999999946456
MM2	group	nE	-0.0278733050099899	0.0351768205028883	218	3	0.429075493764537	0.9999999946456
Succinivibrio	group	IgE	-7.30216527631832e-11	8.45676479955155e-07	218	2	0.999932064209854	0.9999999946456
Succinivibrio	group	nE	-9.39614922955033e-11	1.29447456355013e-06	218	2	0.999942890598434	0.9999999946456
Iamia	group	IgE	1.43175807716482e-12	1.34365172829218e-07	218	2	0.99999370133832	0.9999999946456
Iamia	group	nE	-5.61252162302891e-13	1.73225229667461e-07	218	2	0.999998084808365	0.9999999946456
Pseudarthrobacter	group	IgE	-5.47610398450879e-13	7.95415314990244e-08	218	1	0.999996408808756	0.9999999946456
Pseudarthrobacter	group	nE	-6.56199945942862e-13	1.0668532705164e-07	218	1	0.999996791572014	0.9999999946456
Harryflintia	group	IgE	-0.0123015009773401	0.0102243835149567	218	1	0.230279724105769	0.9999999946456
Harryflintia	group	nE	-0.0133031087350783	0.0131426305877706	218	1	0.312576914761589	0.9999999946456
Falsirhodobacter	group	IgE	1.5721463495034e-13	2.04121007728771e-07	218	1	0.999999452661388	0.9999999946456
Falsirhodobacter	group	nE	1.1508326087742e-11	2.73791341675253e-07	218	1	0.999970129446702	0.9999999946456
Aquicella	group	IgE	-1.12764828021835e-13	3.26687143568315e-07	218	2	0.999999746651791	0.9999999946456
Aquicella	group	nE	1.06795135994263e-11	4.21169161159899e-07	218	2	0.999981388939169	0.9999999946456
Aminobacter	group	IgE	3.55827769246575e-13	3.09726691685108e-07	218	1	0.99999913906295	0.9999999946456
Aminobacter	group	nE	2.63689779573056e-11	4.15442327234381e-07	218	1	0.999952434426014	0.9999999946456
Mesorhizobium	group	IgE	4.04214008887093e-13	6.06095914140792e-08	218	1	0.9999962189917	0.9999999946456
Mesorhizobium	group	nE	-4.6811812809641e-14	7.94912124822883e-08	218	1	0.999999666132609	0.9999999946456
Burkholderia.Caballeronia.Paraburkholderia	group	IgE	5.33908506069931e-13	5.47747356005946e-08	218	1	0.99999592881659	0.9999999946456
Burkholderia.Caballeronia.Paraburkholderia	group	nE	1.85087137204259e-13	7.35297678112369e-08	218	1	0.999998948675834	0.9999999946456
Turicibacter	group	IgE	0.0075531879557241	0.0218792419171975	218	3	0.730872597235855	0.9999999946456
Turicibacter	group	nE	-0.00551944169641475	0.0281389662976035	218	3	0.84493950918385	0.9999999946456
Renibacterium	group	IgE	-8.25160320979522e-15	2.85111166856183e-08	218	1	0.9999999243957	0.9999999946456
Renibacterium	group	nE	-3.99115538715999e-14	3.82424999491832e-08	218	1	0.999999727369304	0.9999999946456
Negativibacillus	group	IgE	-6.33659871700681e-13	2.3635605940995e-07	218	2	0.999998051229523	0.9999999946456
Negativibacillus	group	nE	-2.4461928615627e-12	3.17031239959876e-07	218	2	0.999994391330318	0.9999999946456
X.Eubacterium._oxidoreducens_group	group	nE	-0.028018266106571	0.0237489960280849	218	2	0.239416251163468	0.9999999946456
P5D1.392	group	IgE	8.40706734827167e-11	8.79179185502042e-07	218	1	0.999925013093736	0.9999999946456
P5D1.392	group	nE	-3.07762612877627e-12	1.17925955295999e-06	218	1	0.999997953438662	0.9999999946456
UCG.008	group	IgE	1.06428531371064e-13	3.75600592747023e-08	218	1	0.999998720736323	0.9999999946456
UCG.008	group	nE	-5.39948413253371e-14	5.07242767120479e-08	218	1	0.999999519421128	0.9999999946456
X0319.7L14	group	IgE	0.0118314448772772	0.0100174954477489	218	1	0.239176257450759	0.9999999946456
X0319.7L14	group	nE	0.000162846557056769	0.0130988854722115	218	1	0.990092470463853	0.9999999946456
Algoriphagus	group	IgE	2.77400355109885e-10	3.16579994243959e-06	218	2	0.999931276346607	0.9999999946456
Peptococcus	group	IgE	-0.00960224734989861	0.00777004522735624	218	3	0.262437573980234	0.9999999946456
Peptococcus	group	nE	-0.00832796043830018	0.0150819500729172	218	3	0.582203267571464	0.9999999946456
Conexibacter	group	IgE	-4.23486720795135e-12	2.44671232635724e-07	218	1	0.999986685942942	0.9999999946456
Conexibacter	group	nE	-4.78993532229143e-12	3.13719066136562e-07	218	1	0.99998825529093	0.9999999946456
Brevinema	group	IgE	-2.52822937676631e-07	5.05835917147468e-05	218	2	0.996081764498983	0.9999999946456
Brevinema	group	nE	6.39760722147876e-07	6.14196672959627e-05	218	2	0.991834439411397	0.9999999946456
Occallatibacter	group	nE	0.00285272332004175	0.0123413677616191	218	1	0.817444999015546	0.9999999946456
Legionella	group	IgE	-2.56325905793863e-11	4.97106658303407e-07	218	1	0.999959711727521	0.9999999946456
Legionella	group	nE	-3.29877336206628e-11	7.60919827664634e-07	218	1	0.99996612734005	0.9999999946456
Wolbachia	group	IgE	1.17335685627608e-13	2.64801242683651e-08	218	1	0.999998915068063	0.9999999946456
Wolbachia	group	nE	1.38475313766026e-13	3.56449928570263e-08	218	1	0.999999048832104	0.9999999946456
Enterorhabdus	group	nE	-0.0115773116319985	0.0130090196432907	218	1	0.374511518956216	0.9999999946456
Clostridium_sensu_stricto_5	group	IgE	-3.04202963831161e-14	1.50886261957482e-08	218	1	0.999999544485896	0.9999999946456
Clostridium_sensu_stricto_5	group	nE	-2.88454162629141e-14	2.00504995339599e-08	218	1	0.999999674957885	0.9999999946456
Acidipila	group	IgE	-4.30560779857901e-14	2.18098866295995e-08	218	1	0.999999387876127	0.9999999946456
Acidipila	group	nE	-4.78303573938392e-14	2.94497686154332e-08	218	1	0.999999496405523	0.9999999946456
UCG.001	group	IgE	5.23527188348127e-10	1.21697268169203e-05	218	1	0.999966045593883	0.9999999946456
UCG.001	group	nE	4.06635623414216e-08	1.63219396292489e-05	218	1	0.99803359673305	0.9999999946456
Gemmatimonas	group	IgE	2.18140953618063e-13	3.19076429020266e-08	218	1	0.999998194137232	0.9999999946456
Gemmatimonas	group	nE	1.46073754945134e-14	4.27983189105154e-08	218	1	0.999999909845431	0.9999999946456
Solirubrobacter	group	IgE	-4.77812834825458e-14	9.84566151020932e-08	218	1	0.999999720280939	0.9999999946456
Solirubrobacter	group	nE	2.72426371501405e-12	1.32061931479377e-07	218	1	0.999988110033152	0.9999999946456
Devosia	group	IgE	-6.41359184064869e-14	3.85909117752841e-08	218	1	0.999999455703811	0.9999999946456
Devosia	group	nE	-3.56434840809973e-13	5.2304141366545e-08	218	1	0.999997768149786	0.9999999946456
