feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
p.2534.18B5_gut_group	group	IgE	-4.690575391426e-13	7.98244638525294e-08	114	3	0.999998265191181	0.99999999881493
p.2534.18B5_gut_group	group	nE	0.348208963417118	0.108617146506276	114	3	0.744703458573668	0.99999999881493
Clostridium_sensu_stricto_3	group	IgE	2.64655853262663e-12	2.0985649795538e-07	114	1	0.999992166998267	0.99999999881493
Clostridium_sensu_stricto_3	group	nE	-1.30592383097267e-13	4.23729619171458e-07	114	1	0.999999808575219	0.99999999881493
Gardnerella	group	IgE	4.13570803073141e-13	1.26390134688582e-07	114	1	0.999998653777047	0.99999999881493
Gardnerella	group	nE	0.206766024804546	0.0390932028428693	114	1	0.509212803073874	0.99999999881493
Dolosigranulum	group	IgE	-4.26885178781324e-15	3.13165826818443e-08	114	1	0.999999967166332	0.99999999881493
Dolosigranulum	group	nE	-8.19167720611211e-14	9.21283665343907e-08	114	1	0.999999785828274	0.99999999881493
AKAU4049	group	IgE	7.74427912272929e-11	1.17607264772914e-06	114	1	0.999948862816281	0.99999999881493
AKAU4049	group	nE	1.54740797765097e-12	3.57482740906813e-06	114	1	0.999999663844897	0.99999999881493
Nannocystis	group	IgE	-1.44180514822021e-16	1.80714459145665e-08	114	1	0.99999999881493	0.99999999881493
Nannocystis	group	nE	-6.02584033352606e-15	5.30165961620648e-08	114	1	0.999999983117514	0.99999999881493
Neochlamydia	group	IgE	3.93427545220837e-14	2.00759001512539e-08	114	1	0.99999967954313	0.99999999881493
Neochlamydia	group	nE	4.86574640176662e-16	6.10025389599573e-08	114	1	0.999999998696113	0.99999999881493
Lewinella	group	IgE	3.93427545220837e-14	2.00759001512539e-08	114	1	0.99999967954313	0.99999999881493
Lewinella	group	nE	4.86574640176662e-16	6.10025389599573e-08	114	1	0.999999998696113	0.99999999881493
Massilia	group	IgE	2.76828086640105e-13	1.20145471571254e-07	114	2	0.999999072112372	0.99999999881493
Massilia	group	nE	-1.77245848270068e-13	3.86213081142577e-07	114	2	0.999999815183052	0.99999999881493
Merdibacter	group	IgE	1.47160269217996e-13	6.7922666590452e-08	114	1	0.999999269449414	0.99999999881493
Merdibacter	group	nE	-6.59299748690468e-14	1.37293387370135e-07	114	1	0.999999838079557	0.99999999881493
Acetatifactor	group	IgE	1.87606166389801e-11	4.2614116223784e-07	114	1	0.999970895998997	0.99999999881493
Acetatifactor	group	nE	-0.00209986698417204	0.0397989759726982	114	1	0.96514861238762	0.99999999881493
Lachnospiraceae_UCG.006	group	IgE	1.23587950192458e-14	1.56017319309578e-08	114	1	0.999999894847923	0.99999999881493
Lachnospiraceae_UCG.006	group	nE	-1.15992646090148e-14	4.55245970706588e-08	114	1	0.999999966178031	0.99999999881493
UCG.003	group	IgE	-2.19053891506735e-11	6.46638683377306e-07	114	1	0.999975149351559	0.99999999881493
UCG.003	group	nE	-0.0110627115052466	0.0433579486476741	114	1	0.815506404334583	0.99999999881493
A0839	group	IgE	-6.30309719579932e-14	1.38607045408774e-08	114	1	0.999999466537921	0.99999999881493
A0839	group	nE	-9.23783904776952e-14	4.1836576413969e-08	114	1	0.999999740970571	0.99999999881493
Holdemania	group	IgE	-7.12224694327519e-14	2.63572083959906e-08	114	1	0.9999994377126	0.99999999881493
Holdemania	group	nE	-6.83228556157127e-14	7.9885529189855e-08	114	1	0.999999822033343	0.99999999881493
Candidatus_Solibacter	group	IgE	0.00200582203799591	0.00552168045103815	114	3	0.959818699537359	0.99999999881493
Candidatus_Solibacter	group	nE	-0.0257372201528772	0.0743142296582778	114	3	0.730208898068588	0.99999999881493
Methylophilus	group	IgE	4.22874533301357e-13	7.96921874191309e-08	114	1	0.999997997253776	0.99999999881493
Methylophilus	group	nE	-5.9532001355789e-15	1.60909626649744e-07	114	1	0.999999986036362	0.99999999881493
MND1	group	IgE	1.17885134198876e-12	1.32387213235222e-07	114	1	0.999996186860238	0.99999999881493
MND1	group	nE	5.28130489757951e-13	4.30150385455098e-07	114	1	0.999999474532812	0.99999999881493
Rubellimicrobium	group	IgE	3.13812951058263e-14	4.68440266259743e-08	114	2	0.999999779939931	0.99999999881493
Rubellimicrobium	group	nE	-2.03572748163635e-14	1.3757052764192e-07	114	2	0.99999995139076	0.99999999881493
Gaiella	group	IgE	5.85579920469684e-14	9.77128832569379e-08	114	2	0.99999979317169	0.99999999881493
Gaiella	group	nE	0.487191503294849	0.110782747742691	114	2	0.658885992155863	0.99999999881493
bacteriap25	group	IgE	1.66055644476314e-09	6.47290674815944e-06	114	2	0.999797039034465	0.99999999881493
bacteriap25	group	nE	-2.53986795046192e-09	1.79267465893131e-05	114	2	0.999887909736434	0.99999999881493
Allobaculum	group	nE	0.0226269222850797	0.0899052019751741	114	2	0.802926127944908	0.99999999881493
S0134_terrestrial_group	group	nE	0.0438983413052232	0.117155817293746	114	2	0.708840857043552	0.99999999881493
Candidatus_Accumulibacter	group	IgE	1.39243343875435e-12	1.6543347961233e-07	114	1	0.999994606569731	0.99999999881493
Candidatus_Accumulibacter	group	nE	-1.05474037706287e-12	4.86794463037907e-07	114	1	0.999998611602029	0.99999999881493
Lachnospiraceae_UCG.008	group	IgE	-3.05263867060599e-12	4.22874962737905e-07	114	2	0.999995113978923	0.99999999881493
Lachnospiraceae_UCG.008	group	nE	0.161894496515303	0.154382893612074	114	2	0.453266493693677	0.99999999881493
Anaeroglobus	group	IgE	1.64505672085209e-11	5.22013466525632e-07	114	1	0.999976601048942	0.99999999881493
Anaeroglobus	group	nE	-7.40017217434784e-13	1.05401871993433e-06	114	1	0.999999478696436	0.99999999881493
Bdellovibrio	group	IgE	4.688138575831e-15	1.15363103684316e-08	114	1	0.999999959530859	0.99999999881493
Bdellovibrio	group	nE	1.35904438862006e-14	3.38939300356623e-08	114	1	0.999999960069754	0.99999999881493
Coprococcus	group	IgE	5.43795102453601e-07	0.000190385410716173	114	2	0.998400713250562	0.99999999881493
Coprococcus	group	nE	-0.0018682994459721	0.135806740578996	114	2	0.989050386502989	0.99999999881493
Megamonas	group	IgE	-3.41418828473697e-11	1.87142457185867e-06	114	2	0.999985816638654	0.99999999881493
Megamonas	group	nE	-3.35577715718128e-11	3.7786666987542e-06	114	2	0.999993095717476	0.99999999881493
Lysobacter	group	IgE	5.20381402591136e-07	9.72300759505365e-05	114	2	0.996155897848444	0.99999999881493
Lysobacter	group	nE	-0.000381025679216249	0.0500978197067825	114	2	0.993951686457474	0.99999999881493
Actinobacillus	group	IgE	0.0200644010142117	0.03237112768212	114	2	0.538216394905481	0.99999999881493
X0319.6G20	group	IgE	1.0646408095824e-13	3.62182919984521e-08	114	1	0.999999206851235	0.99999999881493
X0319.6G20	group	nE	-8.04627459079524e-15	1.06351516597414e-07	114	1	0.999999979585886	0.99999999881493
Azovibrio	group	IgE	1.12523811155237e-13	2.22625748940525e-08	114	1	0.999999086372459	0.99999999881493
Azovibrio	group	nE	5.15659693774376e-14	6.55012995176676e-08	114	1	0.999999857697219	0.99999999881493
Scardovia	group	IgE	1.63724708709925e-13	7.50744206066739e-08	114	1	0.999999379242097	0.99999999881493
Scardovia	group	nE	-5.26448735963828e-13	2.52670118663572e-07	114	1	0.999999406924241	0.99999999881493
Amphiplicatus	group	IgE	-1.3132828676767e-14	1.82523114766582e-08	114	1	0.999999892649348	0.99999999881493
Amphiplicatus	group	nE	-4.7469463120272e-14	5.53103082304602e-08	114	1	0.999999871952063	0.99999999881493
MB.A2.108	group	IgE	1.0327931341821e-11	8.90175487131127e-07	114	2	0.999991242832596	0.99999999881493
MB.A2.108	group	nE	-0.0374258057864864	0.109257090881861	114	2	0.747459816760527	0.99999999881493
Pedomicrobium	group	IgE	7.3813611889547e-14	4.31410082188249e-08	114	1	0.99999947131127	0.99999999881493
Pedomicrobium	group	nE	-1.13019015680286e-15	1.30266127625606e-07	114	1	0.999999997319194	0.99999999881493
Leptothrix	group	IgE	1.07137058686924e-14	1.07030715660719e-08	114	1	0.999999908614417	0.99999999881493
Leptothrix	group	nE	9.73049684285899e-15	3.07242610875431e-08	114	1	0.999999971086549	0.99999999881493
Marvinbryantia	group	IgE	-4.9469247843899e-13	9.90018896420717e-08	114	1	0.999998257417716	0.99999999881493
Marvinbryantia	group	nE	-0.0109194322919412	0.0433580176326801	114	1	0.918251193843901	0.99999999881493
NK4A214_group	group	IgE	0.0240647671293328	0.0320792571171707	114	3	0.454743904613928	0.99999999881493
NK4A214_group	group	nE	-0.0172590756775998	0.077874142297081	114	3	0.825014540646445	0.99999999881493
ASF356	group	IgE	-2.03341916172114e-13	9.21508525133545e-08	114	3	0.999999096810681	0.99999999881493
ASF356	group	nE	-1.01005387128253e-13	1.85833930929696e-07	114	3	0.999999777547701	0.99999999881493
Gracilibacillus	group	IgE	8.55146666248871e-12	5.56053588974735e-07	114	2	0.999988933672147	0.99999999881493
Gracilibacillus	group	nE	-0.0394042497637836	0.119956225293687	114	2	0.76946924695861	0.99999999881493
CCM19a	group	IgE	1.0646408095824e-13	3.62182919984521e-08	114	1	0.999999206851235	0.99999999881493
CCM19a	group	nE	-8.04627459079524e-15	1.06351516597414e-07	114	1	0.999999979585886	0.99999999881493
Clostridium_sensu_stricto_12	group	IgE	7.71422023584488e-13	8.00736978691863e-08	114	1	0.999997125019623	0.99999999881493
Clostridium_sensu_stricto_12	group	nE	-0.00992763626990296	0.0433573367499512	114	1	0.936946091260275	0.99999999881493
Pseudoxanthomonas	group	IgE	1.25289656180196e-12	1.5463583994802e-07	114	1	0.999994915306432	0.99999999881493
Pseudoxanthomonas	group	nE	-8.96035791789462e-13	4.55022000006268e-07	114	1	0.999998764187203	0.99999999881493
Jeotgalicoccus	group	IgE	9.60229783481023e-11	2.01368744637774e-06	114	2	0.999962967789421	0.99999999881493
Jeotgalicoccus	group	nE	1.29243536386169e-09	6.4731015419679e-06	114	2	0.999844942458749	0.99999999881493
Brevundimonas	group	IgE	5.85441515757447e-11	9.96516029802905e-07	114	1	0.999955298646607	0.99999999881493
Brevundimonas	group	nE	1.02916819863583e-11	3.20335165804016e-06	114	1	0.999997555426016	0.99999999881493
UCG.009	group	IgE	-8.528183245873e-11	1.2792972102129e-06	114	1	0.999948308019229	0.99999999881493
UCG.009	group	nE	-4.69284509697693e-11	2.58307913990461e-06	114	1	0.999985912413016	0.99999999881493
Kapabacteriales	group	IgE	7.3813611889547e-14	4.31410082188249e-08	114	1	0.99999947131127	0.99999999881493
Kapabacteriales	group	nE	-1.13019015680286e-15	1.30266127625606e-07	114	1	0.999999997319194	0.99999999881493
P3OB.42	group	IgE	6.49456864478634e-13	9.98524266559965e-08	114	1	0.999996579775068	0.99999999881493
P3OB.42	group	nE	-1.66192935236831e-13	2.93819665632448e-07	114	1	0.999999702563215	0.99999999881493
Nocardia	group	IgE	-3.29328393922915e-13	1.67732427015461e-07	114	3	0.999999035042184	0.99999999881493
Nocardia	group	nE	-9.03545488731067e-13	5.39184284981069e-07	114	3	0.999999176413955	0.99999999881493
Stella	group	IgE	6.32793691254362e-13	1.07521234047549e-07	114	1	0.999996794588179	0.99999999881493
Stella	group	nE	-4.25309841945629e-13	3.1638530071294e-07	114	1	0.99999926784158	0.99999999881493
Dyella	group	IgE	3.06876918528848e-13	6.95635135497633e-08	114	1	0.999998821443906	0.99999999881493
Dyella	group	nE	-0.0112858472771314	0.043358822464538	114	1	0.938426826760256	0.99999999881493
X37.13	group	IgE	1.84933168480162e-12	1.87700314039975e-07	114	1	0.99999346335979	0.99999999881493
X37.13	group	nE	-1.29594612948213e-12	5.5231551401198e-07	114	1	0.999998443301609	0.99999999881493
Candidatus_Paracaedibacter	group	IgE	2.6096348995029e-13	7.8598282034192e-08	114	1	0.9999984719711	0.99999999881493
Candidatus_Paracaedibacter	group	nE	-2.95578801792947e-13	2.29342632961791e-07	114	1	0.999999406867119	0.99999999881493
Anaeromyxobacter	group	IgE	-1.52467808851201e-13	2.46333468608937e-07	114	1	0.999999638729739	0.99999999881493
Anaeromyxobacter	group	nE	0.199966205313142	0.0389955066681073	114	1	0.206111032950075	0.99999999881493
Dongia	group	IgE	5.70552864877534e-14	5.26010074472264e-08	114	2	0.999999700272567	0.99999999881493
Dongia	group	nE	-2.89071802896652e-14	1.06433337625801e-07	114	2	0.99999992495061	0.99999999881493
Barnesiella	group	IgE	1.25893905913224e-12	1.60769391315629e-07	114	1	0.999996276063118	0.99999999881493
Barnesiella	group	nE	-0.0116379887971247	0.0433586876148282	114	1	0.877899862973048	0.99999999881493
Salmonella	group	IgE	1.59475131061065e-13	9.25866650348154e-07	114	1	0.999999869653256	0.99999999881493
AKYH767	group	IgE	-0.00348952842241186	0.0182122602865448	114	2	0.852420077118346	0.99999999881493
AKYH767	group	nE	-0.0352284311247694	0.077141509053777	114	2	0.649220776374569	0.99999999881493
Prevotellaceae_Ga6A1_group	group	IgE	-1.95919507245345e-16	3.4649404479587e-08	114	1	0.999999998550641	0.99999999881493
Prevotellaceae_Ga6A1_group	group	nE	-7.55641246946047e-14	1.00329952208867e-07	114	1	0.999999806945609	0.99999999881493
Pseudorhodoplanes	group	IgE	1.89607581669883e-11	5.99310328354257e-07	114	1	0.999975761344703	0.99999999881493
Pseudorhodoplanes	group	nE	-1.32708374187495e-11	1.76349433131649e-06	114	1	0.999994234608145	0.99999999881493
Filobacillus	group	IgE	-6.66029546880068e-13	1.19013941839951e-07	114	1	0.999997786680694	0.99999999881493
Filobacillus	group	nE	-0.010654167702794	0.0433575499002767	114	1	0.908036798802208	0.99999999881493
Johnsonella	group	IgE	-5.18940935663572e-15	2.49726448349165e-08	114	1	0.999999959356765	0.99999999881493
Johnsonella	group	nE	-5.16968497092574e-14	7.4844094438311e-08	114	1	0.999999864904311	0.99999999881493
Ileibacterium	group	nE	-0.101039722686997	0.135321573907536	114	4	0.456872682775664	0.99999999881493
Actinotignum	group	IgE	1.40494771460079e-11	4.85155000385571e-07	114	1	0.999979540015303	0.99999999881493
Actinotignum	group	nE	2.52888639846896e-12	1.55958373661325e-06	114	1	0.999998854366476	0.99999999881493
X.Eubacterium._xylanophilum_group	group	IgE	0.0424631431857632	0.0302457757032361	114	2	0.163170263265493	0.99999999881493
X.Eubacterium._xylanophilum_group	group	nE	-0.0197750673562345	0.0744430453986035	114	2	0.7910334942455	0.99999999881493
Methylotenera	group	IgE	1.0048604103326e-12	1.6983958631435e-07	114	2	0.99999660383556	0.99999999881493
Methylotenera	group	nE	-4.65256056690422e-14	3.42932886975219e-07	114	2	0.999999922123834	0.99999999881493
Ruminiclostridium	group	IgE	-2.89507790488855e-14	1.72581286357537e-08	114	1	0.999999764880169	0.99999999881493
Ruminiclostridium	group	nE	2.76181535874969e-13	4.95935313004505e-08	114	1	0.999999219465361	0.99999999881493
Lachnospiraceae_AC2044_group	group	IgE	-1.52467808851201e-13	2.46333468608937e-07	114	1	0.999999638729739	0.99999999881493
Lachnospiraceae_AC2044_group	group	nE	0.199966205313142	0.0389955066681073	114	1	0.206111032950075	0.99999999881493
Hydrogenophaga	group	IgE	-4.67442090631161e-08	3.92234753594004e-05	114	2	0.999054887538376	0.99999999881493
Hydrogenophaga	group	nE	3.16147767104001e-07	9.88318638489514e-05	114	2	0.997463153257554	0.99999999881493
Pseudarcobacter	group	IgE	3.75266303863449e-11	8.42950597918663e-07	114	1	0.999965530324199	0.99999999881493
Pseudarcobacter	group	nE	-2.62584467220325e-11	2.48041507587427e-06	114	1	0.999991803198418	0.99999999881493
Phreatobacter	group	IgE	-4.76122137030064e-10	3.02381568423926e-06	114	1	0.999874771576709	0.99999999881493
Phreatobacter	group	nE	-2.62092478711772e-10	6.10550491503565e-06	114	1	0.999965859268062	0.99999999881493
Ureaplasma	group	IgE	9.07987197839833e-13	2.22793865589888e-07	114	3	0.999997732745119	0.99999999881493
Ureaplasma	group	nE	-0.0501171975424626	0.120594278394741	114	3	0.784651795177115	0.99999999881493
Tropheryma	group	IgE	3.36503184927092e-12	2.39417712057582e-07	114	1	0.999990907673135	0.99999999881493
Tropheryma	group	nE	-1.83351644353331e-13	4.83417688130784e-07	114	1	0.999999754639635	0.99999999881493
Oceanobacillus	group	IgE	3.60218463739786e-12	2.48578530423446e-07	114	1	0.999991511347149	0.99999999881493
Oceanobacillus	group	nE	-0.01100210396641	0.043358068808038	114	1	0.855095806469449	0.99999999881493
MM2	group	IgE	9.6300769386474e-14	5.74497838859889e-08	114	1	0.999999363249582	0.99999999881493
MM2	group	nE	-2.14269586821036e-13	1.69048220580647e-07	114	1	0.99999951852049	0.99999999881493
Iamia	group	IgE	2.26252042816838e-13	7.87777557892865e-08	114	1	0.999999141674822	0.99999999881493
Iamia	group	nE	-4.29002514347754e-14	2.53235054853953e-07	114	1	0.999999949371045	0.99999999881493
Pseudarthrobacter	group	IgE	1.01286720387317e-12	1.41944826025388e-07	114	1	0.999995649241114	0.99999999881493
Pseudarthrobacter	group	nE	-7.73388038634124e-13	4.17678213612769e-07	114	1	0.999998871016222	0.99999999881493
Polyangium	group	IgE	1.89607581669883e-11	5.99310328354257e-07	114	1	0.999975761344703	0.99999999881493
Polyangium	group	nE	-1.32708374187495e-11	1.76349433131649e-06	114	1	0.999994234608145	0.99999999881493
Runella	group	IgE	1.89607581669883e-11	5.99310328354257e-07	114	1	0.999975761344703	0.99999999881493
Runella	group	nE	-1.32708374187495e-11	1.76349433131649e-06	114	1	0.999994234608145	0.99999999881493
Mesorhizobium	group	IgE	-1.27660125014595e-13	3.28654355347808e-07	114	1	0.999999749725947	0.99999999881493
Lachnospiraceae_UCG.010	group	IgE	5.29525208996127e-13	7.86618983832019e-08	114	2	0.999998001020965	0.99999999881493
Lachnospiraceae_UCG.010	group	nE	3.34241777008579e-12	2.56268054109488e-07	114	2	0.999996128216292	0.99999999881493
Burkholderia.Caballeronia.Paraburkholderia	group	IgE	1.49952836635873e-14	1.77562706331857e-06	114	1	0.999999993451806	0.99999999881493
Brevibacillus	group	IgE	-1.70325648558868e-13	1.68226535572469e-07	114	1	0.999999506320315	0.99999999881493
Brevibacillus	group	nE	0.199829576198749	0.03899572081467	114	1	0.375712257036338	0.99999999881493
Turicibacter	group	IgE	-4.40778510610902e-14	2.11734869220251e-08	114	1	0.999999643386344	0.99999999881493
Turicibacter	group	nE	-1.14076231487153e-13	6.22664176310152e-08	114	1	0.999999686157812	0.99999999881493
Pedosphaeraceae	group	IgE	3.55740589739463e-14	3.41707500066931e-08	114	2	0.999999743963356	0.99999999881493
Pedosphaeraceae	group	nE	4.01136111028139e-15	9.70362283988043e-08	114	2	0.999999989833277	0.99999999881493
Denitratisoma	group	IgE	1.13728943745215e-13	4.29123117152277e-08	114	1	0.999999185958589	0.99999999881493
Denitratisoma	group	nE	-1.5889471878961e-13	1.30218578243608e-07	114	1	0.999999625205261	0.99999999881493
Phaeodactylibacter	group	IgE	1.13728943745215e-13	4.29123117152277e-08	114	1	0.999999185958589	0.99999999881493
Phaeodactylibacter	group	nE	-1.5889471878961e-13	1.30218578243608e-07	114	1	0.999999625205261	0.99999999881493
env.OPS_17	group	IgE	1.13728943745215e-13	4.29123117152277e-08	114	1	0.999999185958589	0.99999999881493
env.OPS_17	group	nE	-1.5889471878961e-13	1.30218578243608e-07	114	1	0.999999625205261	0.99999999881493
CCD24	group	IgE	1.23587950192458e-14	1.56017319309578e-08	114	1	0.999999894847923	0.99999999881493
CCD24	group	nE	-1.15992646090148e-14	4.55245970706588e-08	114	1	0.999999966178031	0.99999999881493
Polymorphobacter	group	IgE	-3.21521603756115e-13	6.01906712807233e-08	114	1	0.999998726860352	0.99999999881493
Polymorphobacter	group	nE	-0.0111663708765293	0.0433584065652952	114	1	0.946680520462403	0.99999999881493
Kingella	group	IgE	1.75200691863493e-10	1.72295664843715e-06	114	1	0.999921172492228	0.99999999881493
Kingella	group	nE	3.10550610975283e-11	5.53853072324874e-06	114	1	0.999995653355229	0.99999999881493
X0319.7L14	group	IgE	8.31222833273804e-14	3.27026221721237e-08	114	1	0.999999524303329	0.99999999881493
X0319.7L14	group	nE	2.95261352816658e-15	6.60307495707542e-08	114	1	0.999999991631346	0.99999999881493
Ideonella	group	IgE	4.75064749851712e-12	3.01074175145595e-07	114	1	0.99998856082231	0.99999999881493
Ideonella	group	nE	-3.40454024966371e-12	8.8591655334484e-07	114	1	0.99999721399969	0.99999999881493
Chlorobium	group	IgE	4.75064749851712e-12	3.01074175145595e-07	114	1	0.99998856082231	0.99999999881493
Chlorobium	group	nE	-3.40454024966371e-12	8.8591655334484e-07	114	1	0.99999721399969	0.99999999881493
Rhizobacter	group	IgE	4.75064749851712e-12	3.01074175145595e-07	114	1	0.99998856082231	0.99999999881493
Rhizobacter	group	nE	-3.40454024966371e-12	8.8591655334484e-07	114	1	0.99999721399969	0.99999999881493
Conexibacter	group	IgE	4.96736175026689e-13	9.99087602450482e-08	114	1	0.999998264993023	0.99999999881493
Conexibacter	group	nE	-0.0108626267078895	0.0433597096158684	114	1	0.91874038331908	0.99999999881493
Bosea	group	IgE	-1.06633654774868e-13	4.09123113094189e-08	114	1	0.999999238162987	0.99999999881493
Bosea	group	nE	-1.28379345599489e-13	1.20730635696932e-07	114	1	0.999999689188552	0.99999999881493
Rodentibacter	group	IgE	0.0175430573634881	0.0181779559654201	114	1	0.336796967845509	0.99999999881493
Rodentibacter	group	nE	-0.000125573922926758	0.0439933223394703	114	1	0.99772810307099	0.99999999881493
MVP.88	group	IgE	1.25289656180196e-12	1.5463583994802e-07	114	1	0.999994915306432	0.99999999881493
MVP.88	group	nE	-8.96035791789462e-13	4.55022000006268e-07	114	1	0.999998764187203	0.99999999881493
UCG.001	group	IgE	2.19644749253096e-11	6.01154675852689e-07	114	1	0.999973430293977	0.99999999881493
UCG.001	group	nE	-0.0109495248601531	0.0433579163586634	114	1	0.818995868830262	0.99999999881493
Solirubrobacter	group	IgE	4.97211377427986e-12	2.97747483416661e-07	114	1	0.999989562372168	0.99999999881493
Solirubrobacter	group	nE	-0.0109100459069005	0.0433578769753377	114	1	0.846066678236396	0.99999999881493
FD2005	group	IgE	-8.57824424596061e-13	9.89042796591558e-08	114	1	0.999996979350166	0.99999999881493
FD2005	group	nE	-0.0109944889638343	0.043359179257546	114	1	0.917865928531865	0.99999999881493
CAG.352	group	IgE	4.15609830871578e-14	4.61273258269341e-08	114	1	0.999999827691097	0.99999999881493
CAG.352	group	nE	-0.00801506167587525	0.0433574959477838	114	1	0.968615785170694	0.99999999881493
Latescibacterota	group	IgE	2.00893278079803e-13	9.00469729624744e-08	114	1	0.999999273683754	0.99999999881493
Latescibacterota	group	nE	0.200423993353452	0.0389952724676633	114	1	0.660950297376839	0.99999999881493
Ammoniphilus	group	IgE	2.24736073537456e-13	4.64423528292854e-08	114	1	0.999998781845318	0.99999999881493
Ammoniphilus	group	nE	1.81658345474885e-14	9.37692823344293e-08	114	1	0.999999951231584	0.99999999881493
Kribbella	group	IgE	1.04607240747675e-09	5.56721946022661e-06	114	2	0.999850081488122	0.99999999881493
Kribbella	group	nE	1.85497087438688e-10	1.78961068088908e-05	114	2	0.999991729907029	0.99999999881493
Defluviimonas	group	IgE	4.67444319161091e-14	1.726644058166e-08	114	1	0.999999603279832	0.99999999881493
Defluviimonas	group	nE	4.84069958056669e-15	5.08071763198109e-08	114	1	0.999999986038236	0.99999999881493
Crocinitomix	group	IgE	4.67444319161091e-14	1.726644058166e-08	114	1	0.999999603279832	0.99999999881493
Crocinitomix	group	nE	4.84069958056669e-15	5.08071763198109e-08	114	1	0.999999986038236	0.99999999881493
Acidovorax	group	IgE	4.67444319161091e-14	1.726644058166e-08	114	1	0.999999603279832	0.99999999881493
Acidovorax	group	nE	4.84069958056669e-15	5.08071763198109e-08	114	1	0.999999986038236	0.99999999881493
Vogesella	group	IgE	4.67444319161091e-14	1.726644058166e-08	114	1	0.999999603279832	0.99999999881493
Vogesella	group	nE	4.84069958056669e-15	5.08071763198109e-08	114	1	0.999999986038236	0.99999999881493
Longimicrobiaceae	group	IgE	8.39045206339574e-15	1.72157416363875e-08	114	1	0.999999949125882	0.99999999881493
Longimicrobiaceae	group	nE	7.01622422393464e-15	3.50733728024716e-08	114	1	0.999999979118838	0.99999999881493
R7C24	group	IgE	1.88162241903055e-13	2.13627926842371e-06	114	1	0.999999931565682	0.99999999881493
Spirosoma	group	IgE	7.19585087130864e-13	9.27354274782711e-08	114	1	0.999997387821494	0.99999999881493
Spirosoma	group	nE	3.2529859397463e-13	2.99321501981083e-07	114	1	0.999999634254001	0.99999999881493
X.Rhizobium._sphaerophysae_group	group	IgE	6.39884906312166e-13	9.68956001107394e-08	114	1	0.999997702314962	0.99999999881493
X.Rhizobium._sphaerophysae_group	group	nE	1.95615298826281e-13	3.11486746818774e-07	114	1	0.999999781498042	0.99999999881493
Bacteroidales_UCG.001	group	IgE	-1.7822326578893e-11	1.62471300929855e-06	114	2	0.999991505378628	0.99999999881493
Bacteroidales_UCG.001	group	nE	-1.1637871411523e-10	5.2227229808909e-06	114	2	0.999982744289986	0.99999999881493
Blfdi19	group	IgE	-5.31381854524548e-14	1.78943024276947e-08	114	1	0.999999552910298	0.99999999881493
Blfdi19	group	nE	-5.66124760210378e-14	5.26546637662428e-08	114	1	0.999999838125655	0.99999999881493
Parcubacteria	group	IgE	-5.31381854524548e-14	1.78943024276947e-08	114	1	0.999999552910298	0.99999999881493
Parcubacteria	group	nE	-5.66124760210378e-14	5.26546637662428e-08	114	1	0.999999838125655	0.99999999881493
Fusibacter	group	IgE	-5.31381854524548e-14	1.78943024276947e-08	114	1	0.999999552910298	0.99999999881493
Fusibacter	group	nE	-5.66124760210378e-14	5.26546637662428e-08	114	1	0.999999838125655	0.99999999881493
Alcanivorax	group	IgE	3.0031411874568e-13	5.11539608297005e-08	114	1	0.999998774952045	0.99999999881493
Alcanivorax	group	nE	0.200924805763159	0.0389942523191828	114	1	0.836554870227771	0.99999999881493
Subgroup_5	group	IgE	-0.0332012573062418	0.0311747650314845	114	2	0.289335581939867	0.99999999881493
Subgroup_5	group	nE	-0.0554181559722544	0.077068852100078	114	2	0.47367291294042	0.99999999881493
BD2.11_terrestrial_group	group	IgE	-6.43715156597328e-11	1.11059877367722e-06	114	1	0.999955181836436	0.99999999881493
BD2.11_terrestrial_group	group	nE	-3.54132270779665e-11	2.24245380402158e-06	114	1	0.999987788767329	0.99999999881493
Pontibacter	group	IgE	1.49952836635873e-14	1.77562706331857e-06	114	1	0.999999993451806	0.99999999881493
Caulobacter	group	IgE	1.49952836635873e-14	1.77562706331857e-06	114	1	0.999999993451806	0.99999999881493
Flavisolibacter	group	IgE	1.46248641353133e-10	1.555610445853e-06	114	1	0.999926949268392	0.99999999881493
Flavisolibacter	group	nE	-6.52710617653409e-12	3.14099404017963e-06	114	1	0.999998385317472	0.99999999881493
Acidothermus	group	IgE	1.79133632348366e-13	4.30188516222426e-08	114	1	0.999999049310806	0.99999999881493
Acidothermus	group	nE	3.10160306775318e-14	8.80635001063237e-08	114	1	0.999999919600739	0.99999999881493
Thermobifida	group	IgE	0.0178048140998544	0.0181798137372678	114	1	0.32972520920602	0.99999999881493
Thermobifida	group	nE	7.84967243535608e-05	0.0440114655671782	114	1	0.998580444671727	0.99999999881493
Azorhizobium	group	IgE	4.14297395901667e-10	2.65025814813708e-06	114	1	0.999878784821097	0.99999999881493
Azorhizobium	group	nE	7.31933410314761e-11	8.51938794499409e-06	114	1	0.999993338129897	0.99999999881493
Thauera	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
Thauera	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
JGI_0000069.P22	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
